Rank,枠番,Umaban,HorseName,SexAge,Load,JockeyName,Time,Diff,TimeIndex,Passage,上り,Odds,Ninki,WeightInfo,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,TrainerName,馬主,賞金(万円),race_id,Weight,WeightDiff,Sex,Age,Waku,Mark,WeightInfoShutuba,OddsShutuba,NinkiShutuba,WeightShutuba
9.0,3,3,ビーンスターク,牡3,57.0,大野拓弥,1:48.8,クビ,,2-2-2,35.6,362.7,10.0,466(+20),,,,"[東]
栗田徹",岡田牧雄,,202405010106,466.0,20.0,牡,3,3.0,--,466(+20),362.7,10.0,466.0
10.0,5,6,グラウンドビート,牡3,57.0,横山武史,1:48.9,3/4,,2-3-2,35.7,3.1,2.0,488(+2),,,,"[東]
田村康仁",社台レースホース,,202405010106,488.0,2.0,牡,3,5.0,--,488(+2),3.1,2.0,488.0
11.0,8,12,スモールクイーン,牝3,54.0,横山琉人,1:49.0,3/4,,12-11-12,34.9,608.1,12.0,408(-2),,,,"[東]
佐藤吉勝",サンコウ牧場,,202405010106,408.0,-2.0,牝,3,,,,,,
12.0,6,8,ショウナンラッシュ,牡3,56.0,原優介,1:50.3,8,,11-11-11,36.4,423.3,11.0,538(-6),,,,"[東]
大竹正博",国本哲秀,,202405010106,538.0,-6.0,牡,3,,,,,,
1.0,1,2,ホウオウドラッカー,牡4,57.0,田辺裕信,1:26.3,,,11-11,37.5,3.9,1.0,506(0),,,,"[東]
奥村武",小笹芳央,800.0,202405010107,506.0,0.0,牡,4,1.0,--,506(0),3.9,1.0,506.0
2.0,1,1,ニシノスピカ,牝5,56.0,横山武史,1:26.5,1.1/2,,9-6,38.1,4.0,2.0,492(+24),,,,"[東]
鈴木伸尋",西山茂行,320.0,202405010107,492.0,24.0,牝,5,1.0,--,492(+24),4.0,2.0,492.0
3.0,8,16,ダブルスナッチ,牝6,56.0,キングス,1:26.5,クビ,,10-9,37.9,40.6,11.0,450(+2),,,,"[東]
宗像義忠",シルクレーシング,200.0,202405010107,450.0,2.0,牝,6,,,,,,
4.0,7,13,フェブルウス,牡4,57.0,石川裕紀,1:27.0,3,,15-15,37.4,9.3,5.0,466(+4),,,,"[東]
上原博之",Ｇ１レーシング,120.0,202405010107,466.0,4.0,牡,4,,,,,,
5.0,3,6,ピエフォール,牡4,57.0,江田照男,1:27.1,クビ,,12-11,38.3,10.6,6.0,574(+4),,,,"[東]
蛯名正義",グリーンファーム,80.0,202405010107,574.0,4.0,牡,4,,,,,,
6.0,4,7,ラジエル,牝5,56.0,武藤雅,1:27.4,2,,12-13,38.4,31.2,10.0,454(+8),,,,"[東]
嘉藤貴行",シルクレーシング,,202405010107,454.0,8.0,牝,5,,,,,,
7.0,2,4,カフェクロニクル,牡5,58.0,キング,1:27.6,3/4,,2-1,39.7,22.3,8.0,470(-2),,,,"[東]
堀宣行",西川光一,,202405010107,470.0,-2.0,牡,5,,,,,,
8.0,7,14,アンチフラジャイル,牡4,57.0,ピーヒュ,1:27.9,2,,4-4,39.9,8.3,4.0,486(-4),,,,"[東]
尾関知人",山本英俊,,202405010107,486.0,-4.0,牡,4,,,,,,
9.0,6,11,デイズオブドリーム,牝4,55.0,本田正重,1:28.2,1.1/2,,12-14,39.0,72.1,15.0,414(0),,,,"[東]
加藤征弘",諸江幸祐,,202405010107,414.0,0.0,牝,4,,,,,,
10.0,5,9,グリモワール,牝5,53.0,小林勝太,1:28.3,1,,7-6,40.0,47.7,12.0,504(+34),,,,"[東]
奥平雅士",ローレルレーシング,,202405010107,504.0,34.0,牝,5,,,,,,
11.0,5,10,クリノフラッグ,牝5,55.0,横山琉人,1:28.7,2.1/2,,15-16,38.8,271.3,16.0,474(+7),,,,"[東]
蛯名利弘",栗本博晴,,202405010107,474.0,7.0,牝,5,,,,,,
12.0,3,5,グランヒマラヤ,牡4,57.0,石橋脩,1:29.1,2.1/2,,2-2,41.2,6.7,3.0,504(+10),,,,"[東]
松山将樹",飯田訓大,,202405010107,504.0,10.0,牡,4,,,,,,
13.0,4,8,フエキ,牝5,56.0,嶋田純次,1:29.2,クビ,,5-5,41.0,14.1,7.0,524(+10),,,,"[東]
和田正一",和田牧場,,202405010107,524.0,10.0,牝,5,,,,,,
14.0,6,12,ジャーニーメモリー,牡4,56.0,原優介,1:29.2,クビ,,5-6,40.8,63.2,14.0,468(+10),,,,"[東]
粕谷昌央",海谷幸司,,202405010107,468.0,10.0,牡,4,,,,,,
15.0,8,15,テンプーシャオン,牡4,57.0,大野拓弥,1:30.4,7,,7-9,41.9,51.7,13.0,450(+16),,,,"[東]
和田勇介",村田能光,,202405010107,450.0,16.0,牡,4,,,,,,
16.0,2,3,トーセンニック,牡6,58.0,三浦皇成,1:31.4,6,,1-2,43.5,27.7,9.0,478(+6),,,,"[東]
田村康仁",島川隆哉,,202405010107,478.0,6.0,牡,6,,,,,,
1.0,5,10,キタサンドーシン,牡5,58.0,岩田康誠,2:13.5,,,1-1-1-1,37.4,4.8,2.0,482(+4),,,,"[東]
奥村武",大野商事,"1,140.0",202405010108,482.0,4.0,牡,5,,,,,,
2.0,7,13,アコークロー,牝5,56.0,ルメール,2:13.5,アタマ,,3-3-3-3,36.9,2.7,1.0,496(+8),,,,"[東]
大竹正博",Ｇ１レーシング,460.0,202405010108,496.0,8.0,牝,5,,,,,,
3.0,3,6,オソルノ,牡4,57.0,横山武史,2:14.1,3.1/2,,5-5-5-5,37.4,7.9,3.0,500(-4),,,,"[東]
萩原清",池谷誠一,290.0,202405010108,500.0,-4.0,牡,4,,,,,,
4.0,1,1,マンノステータス,牡4,57.0,石川裕紀,2:14.2,クビ,,3-3-3-3,37.7,14.0,7.0,530(+6),,,,"[東]
小野次郎",萬野順啓,170.0,202405010108,530.0,6.0,牡,4,1.0,--,530(+6),14.0,7.0,530.0
5.0,2,3,トクシースタローン,牡5,58.0,内田博幸,2:14.2,ハナ,,11-11-10-8,37.0,10.5,6.0,506(-4),,,,"[東]
辻哲英",ＡＩレーシング,114.0,202405010108,506.0,-4.0,牡,5,,,,,,
6.0,7,14,サトミノマロン,牡5,58.0,田辺裕信,2:14.3,1/2,,9-9-9-8,37.1,8.2,5.0,538(+2),,,,"[東]
鈴木伸尋",田代洋己,,202405010108,538.0,2.0,牡,5,,,,,,
7.0,4,8,フミヤングフェイス,牡4,57.0,吉田豊,2:14.3,クビ,,12-12-13-12,36.8,19.7,8.0,516(+10),,,,"[西]
新谷功一",ＳＴレーシング,,202405010108,516.0,10.0,牡,4,,,,,,
8.0,6,11,アイアムイチリュウ,牡7,58.0,菅原隆一,2:14.7,2,,12-12-12-11,37.4,36.2,10.0,524(+2),,,,"[東]
奥平雅士",堀紘一,,202405010108,524.0,2.0,牡,7,,,,,,
9.0,8,16,コロンビアテソーロ,牝4,54.0,原優介,2:15.2,3,,5-6-6-6,38.2,103.4,11.0,466(+12),,,,"[東]
栗田徹",了徳寺健二ホールディングス,,202405010108,466.0,12.0,牝,4,,,,,,
10.0,1,2,インペラートル,牡5,58.0,江田照男,2:15.2,クビ,,8-6-6-6,38.3,170.9,14.0,518(+4),,,,"[東]
金成貴史",藤沼利夫,,202405010108,518.0,4.0,牡,5,1.0,--,518(+4),170.9,14.0,518.0
11.0,5,9,スタボーンイメル,牡4,57.0,藤懸貴志,2:15.4,1.1/2,,14-14-14-13,37.6,131.6,12.0,502(+14),,,,"[西]
高橋義忠",ケーエスＨＤ,,202405010108,502.0,14.0,牡,4,,,,,,
12.0,4,7,ソムリエ,牡4,56.0,横山琉人,2:15.7,1.1/2,,2-2-2-2,39.3,32.6,9.0,452(+10),,,,"[東]
相沢郁",畑佐博,,202405010108,452.0,10.0,牡,4,,,,,,
13.0,8,15,ルーパステソーロ,牡6,58.0,木幡巧也,2:16.5,5,,7-6-6-8,39.3,139.2,13.0,546(0),,,,"[東]
加藤士津",了徳寺健二ホールディングス,,202405010108,546.0,0.0,牡,6,,,,,,
14.0,2,4,メイククラウドロア,牡5,55.0,小林勝太,2:17.1,4,,14-15-14-13,39.2,359.2,15.0,540(+22),,,,"[東]
高橋文雅",酒井孝敏,,202405010108,540.0,22.0,牡,5,,,,,,
15.0,3,5,ケリーズノベル,セ5,58.0,菅原明良,2:20.2,大,,9-9-10-13,42.4,8.0,4.0,512(-10),,,,"[東]
武井亮",シルクレーシング,,202405010108,512.0,-10.0,セ,5,,,,,,
,6,12,アンクラウデッド,牡6,58.0,津村明秀,,,,,,,,512(+2),,,,"[東]
古賀慎明",社台レースホース,,202405010108,512.0,2.0,牡,6,,,,,,
1.0,3,6,ハチメンロッピ,牡4,56.0,原優介,1:24.8,,,14-15,35.5,23.9,6.0,514(+4),,,,"[東]
矢野英一",ターフ・スポート,"1,877.1",202405010109,514.0,4.0,牡,4,,,,,,
2.0,8,16,バグラダス,牡4,57.0,三浦皇成,1:24.8,クビ,,3-3,36.7,4.8,3.0,482(+4),,,,"[東]
嘉藤貴行",村田牧場,750.6,202405010109,482.0,4.0,牡,4,,,,,,
3.0,4,8,マニバドラ,牡4,55.0,松岡正海,1:24.8,ハナ,,1-1,37.0,35.6,8.0,528(+12),,,,"[西]
森秀行",冨士井直哉,465.3,202405010109,528.0,12.0,牡,4,,,,,,
4.0,4,7,サトノルフィアン,牡5,57.0,横山武史,1:24.9,1/2,,5-5,36.6,3.0,2.0,514(-8),,,,"[西]
高橋康之",里見治,280.0,202405010109,514.0,-8.0,牡,5,,,,,,
5.0,7,14,ガラパゴス,牡5,55.0,横山和生,1:25.0,クビ,,11-12,36.1,17.5,5.0,490(-4),,,,"[西]
野中賢二",カナヤマホールディングス,184.0,202405010109,490.0,-4.0,牡,5,,,,,,
6.0,6,12,レーヴリアン,牝6,54.0,菅原明良,1:25.0,クビ,,7-5,36.6,138.5,15.0,494(0),,,,"[西]
緒方努",矢野崇志,,202405010109,494.0,0.0,牝,6,,,,,,
7.0,1,2,アイヴォリードレス,牝5,53.0,石川裕紀,1:25.1,クビ,,5-5,36.7,76.1,10.0,476(+6),,,,"[東]
菊沢隆徳",サンデーレーシング,,202405010109,476.0,6.0,牝,5,1.0,--,476(+6),76.1,10.0,476.0
8.0,1,1,プラチナジュビリー,牝4,54.0,田辺裕信,1:25.1,クビ,,3-3,37.0,2.9,1.0,502(+4),,,,"[東]
田村康仁",大塚亮一,,202405010109,502.0,4.0,牝,4,1.0,--,502(+4),2.9,1.0,502.0
9.0,2,4,リンカーンテソーロ,牡6,56.0,柴田大知,1:25.4,1.3/4,,8-8,36.8,126.5,14.0,478(+4),,,,"[東]
加藤士津",了徳寺健二ホールディングス,,202405010109,478.0,4.0,牡,6,,,,,,
10.0,8,15,ホッコーカリュウ,牝6,53.0,木幡巧也,1:25.5,クビ,,12-13,36.4,226.2,16.0,478(-4),,,,"[西]
飯田祐史",北幸商事,,202405010109,478.0,-4.0,牝,6,,,,,,
11.0,2,3,フォーチュンテラー,牡5,56.0,川田将雅,1:25.5,アタマ,,12-10,36.7,7.1,4.0,472(-12),,,,"[西]
浜田多実",ノースヒルズ,,202405010109,472.0,-12.0,牡,5,,,,,,
12.0,7,13,ニシノカシミヤ,牝4,54.0,大野拓弥,1:25.9,2.1/2,,2-2,38.0,67.5,9.0,482(+2),,,,"[東]
伊藤圭三",西山茂行,,202405010109,482.0,2.0,牝,4,,,,,,
13.0,6,11,インヴァリアンス,セ6,55.0,ピーヒュ,1:26.3,2.1/2,,15-13,37.1,93.3,11.0,492(+6),,,,"[東]
尾関知人",Ｇ１レーシング,,202405010109,492.0,6.0,セ,6,,,,,,
14.0,5,9,ロードアラビアン,牡5,56.0,戸崎圭太,1:26.4,1/2,,10-10,37.7,27.2,7.0,520(+6),,,,"[西]
四位洋文",ロードホースクラブ,,202405010109,520.0,6.0,牡,5,,,,,,
15.0,5,10,レイニーデイ,牡6,56.0,江田照男,1:26.5,1/2,,8-8,37.9,101.0,12.0,562(+10),,,,"[東]
田村康仁",大塚亮一,,202405010109,562.0,10.0,牡,6,,,,,,
,3,5,ハッピースワニー,牝5,54.0,キング,,,,,,122.9,13.0,432(+2),,,,"[西]
牧浦充徳",馬場幸夫,,202405010109,432.0,2.0,牝,5,,,,,,
1.0,6,6,ロジリオン,牡3,57.0,三浦皇成,1:20.9,,,6-5,33.2,3.4,2.0,488(+14),,,,"[東]
古賀慎明",久米田正明,"2,022.4",202405010110,488.0,14.0,牡,3,6.0,--,488(+14),3.4,2.0,488.0
2.0,7,8,オーキッドロマンス,牡3,57.0,内田博幸,1:20.9,アタマ,,2-2,33.7,8.5,4.0,486(0),,,,"[東]
手塚貴久",ミルファーム,806.4,202405010110,486.0,0.0,牡,3,7.0,--,486(0),8.5,4.0,486.0
3.0,1,1,エリカカリーナ,牝3,55.0,戸崎圭太,1:20.9,クビ,,3-3,33.4,5.8,3.0,422(0),,,,"[東]
宮田敬介",三木正浩,503.2,202405010110,422.0,0.0,牝,3,1.0,--,422(0),5.8,3.0,422.0
4.0,3,3,エイムフォーエース,牡3,57.0,本田正重,1:21.0,1/2,,8-8,33.0,119.5,9.0,430(-4),,,,"[地]
山下貴之",星加浩一,300.0,202405010110,430.0,-4.0,牡,3,3.0,--,430(-4),119.5,9.0,430.0
5.0,4,4,ダノンマッキンリー,牡3,57.0,ルメール,1:21.2,1.1/4,,3-3,33.7,2.1,1.0,468(0),,,,"[西]
藤原英昭",ダノックス,200.0,202405010110,468.0,0.0,牡,3,4.0,--,468(0),2.1,1.0,468.0
6.0,8,9,アイファーバトル,牡3,57.0,野中悠太,1:21.6,2.1/2,,8-9,33.5,122.4,10.0,444(-4),,,,"[東]
根本康広",中島稔,,202405010110,444.0,-4.0,牡,3,,,,,,
7.0,2,2,ヴェルトラウム,牡3,57.0,ピーヒュ,1:21.6,クビ,,10-10,33.1,50.2,7.0,448(+2),,,,"[東]
西田雄一",キャロットファーム,,202405010110,448.0,2.0,牡,3,2.0,--,448(+2),50.2,7.0,448.0
8.0,5,5,ジャスパーノワール,牡3,57.0,田辺裕信,1:21.7,1/2,,1-1,34.6,10.6,5.0,506(-6),,,,"[西]
森秀行",加藤和夫,,202405010110,506.0,-6.0,牡,3,5.0,--,506(-6),10.6,5.0,506.0
9.0,7,7,スピリットガイド,牡3,57.0,キング,1:21.9,1.1/4,,6-7,34.0,17.7,6.0,524(0),,,,"[東]
手塚貴久",Ｈ．Ｈ．シェイク・ハムダン,,202405010110,524.0,0.0,牡,3,7.0,--,524(0),17.7,6.0,524.0
10.0,8,10,イサチルシーサイド,牡3,57.0,木幡初也,1:22.7,5,,5-5,35.0,58.6,8.0,476(-2),,,,"[東]
竹内正洋",小坂功,,202405010110,476.0,-2.0,牡,3,,,,,,
1.0,1,1,ロードデルレイ,牡4,56.0,川田将雅,1:57.2,,,8-8-8,33.2,1.4,1.0,486(+12),,,,"[西]
中内田充",ロードホースクラブ,"2,825.9",202405010111,486.0,12.0,牡,4,1.0,--,486(+12),1.4,1.0,486.0
2.0,5,6,バトルボーン,牡5,57.0,ルメール,1:57.3,1/2,,2-2-3,33.9,3.5,2.0,494(+6),,,,"[東]
林徹",サンデーレーシング,"1,107.4",202405010111,494.0,6.0,牡,5,5.0,--,494(+6),3.5,2.0,494.0
3.0,7,9,フライライクバード,セ7,57.0,戸崎圭太,1:57.6,2,,5-5-5,34.0,64.3,9.0,450(-2),,,,"[西]
友道康夫",窪田芳郎,703.7,202405010111,450.0,-2.0,セ,7,,,,,,
4.0,6,8,スパイダーゴールド,牡5,57.0,横山武史,1:57.8,1,,6-7-6,34.0,32.7,5.0,490(-6),,,,"[東]
鹿戸雄一",村木隆,420.0,202405010111,490.0,-6.0,牡,5,,,,,,
5.0,6,7,グリューネグリーン,牡4,56.0,田辺裕信,1:57.8,クビ,,8-8-8,33.8,53.2,7.0,496(0),,,,"[東]
相沢郁",斎藤光政,280.0,202405010111,496.0,0.0,牡,4,,,,,,
6.0,5,5,ブラックマジック,牡7,57.0,吉田豊,1:57.9,3/4,,6-5-6,34.2,283.4,12.0,466(-2),,,,"[東]
戸田博文",窪田芳郎,,202405010111,466.0,-2.0,牡,7,5.0,--,466(-2),283.4,12.0,466.0
7.0,7,10,グランスラムアスク,牝5,55.0,津村明秀,1:58.1,1.1/4,,4-4-3,34.7,202.3,11.0,470(+2),,,,"[西]
矢作芳人",廣崎利洋ＨＤ,,202405010111,470.0,2.0,牝,5,,,,,,
8.0,8,12,シルトホルン,牡4,56.0,大野拓弥,1:58.1,アタマ,,2-2-2,34.9,10.3,3.0,482(+12),,,,"[東]
新開幸一",ディアレストクラブ,,202405010111,482.0,12.0,牡,4,,,,,,
9.0,2,2,シュヴァリエローズ,牡6,57.0,三浦皇成,1:58.2,クビ,,10-10-10,34.0,47.6,6.0,466(+4),,,,"[西]
清水久詞",キャロットファーム,,202405010111,466.0,4.0,牡,6,2.0,--,466(+4),47.6,6.0,466.0
10.0,3,3,カレンシュトラウス,牡7,58.0,藤懸貴志,1:58.3,1/2,,12-12-12,33.8,98.3,10.0,524(+4),,,,"[西]
平田修",鈴木隆司,,202405010111,524.0,4.0,牡,7,3.0,--,524(+4),98.3,10.0,524.0
11.0,4,4,レインフロムヘヴン,セ6,57.0,キング,1:58.4,1,,10-10-10,34.2,16.4,4.0,454(+4),,,,"[東]
堀宣行",社台レースホース,,202405010111,454.0,4.0,セ,6,4.0,--,454(+4),16.4,4.0,454.0
12.0,8,11,パクスオトマニカ,牡4,56.0,菅原明良,1:59.0,3.1/2,,1-1-1,35.9,55.4,8.0,486(+14),,,,"[東]
久保田貴",窪田芳郎,,202405010111,486.0,14.0,牡,4,,,,,,
1.0,2,3,コスモシャングリラ,牝4,55.0,横山武史,1:47.5,,,11-11-11,33.1,6.3,3.0,446(+18),,,,"[東]
水野貴広",ビッグレッドファーム,800.0,202405010112,446.0,18.0,牝,4,,,,,,
2.0,5,10,ホウオウムサシ,牡4,57.0,石川裕紀,1:47.6,クビ,,13-13-12,33.1,2.1,1.0,452(+6),,,,"[東]
蛯名正義",小笹芳央,320.0,202405010112,452.0,6.0,牡,4,,,,,,
3.0,6,11,ラパンラピッド,セ4,57.0,菅原明良,1:47.6,ハナ,,2-2-2,33.9,59.1,11.0,492(+8),,,,"[東]
武井亮",シルクレーシング,200.0,202405010112,492.0,8.0,セ,4,,,,,,
4.0,1,2,レシプロシティ,牝4,55.0,田辺裕信,1:47.6,ハナ,,8-8-8,33.5,16.5,6.0,454(0),,,,"[東]
田村康仁",社台レースホース,120.0,202405010112,454.0,0.0,牝,4,1.0,--,454(0),16.5,6.0,454.0
5.0,2,4,ハーエクセレンシー,牝4,55.0,杉原誠人,1:47.6,クビ,,5-4-4,33.7,40.1,9.0,430(+2),,,,"[東]
大和田成",社台レースホース,80.0,202405010112,430.0,2.0,牝,4,,,,,,
6.0,4,8,マイネルカンパーナ,牡4,57.0,松岡正海,1:47.6,ハナ,,5-4-7,33.6,38.8,8.0,414(+8),,,,"[東]
青木孝文",サラブレッドクラブ・ラフィアン,,202405010112,414.0,8.0,牡,4,,,,,,
7.0,6,12,エメリヨン,牝4,55.0,横山和生,1:47.8,1.1/4,,8-8-10,33.5,9.0,4.0,458(+8),,,,"[東]
加藤士津",社台レースホース,,202405010112,458.0,8.0,牝,4,,,,,,
8.0,3,6,スーパーマン,牡4,57.0,石橋脩,1:47.9,クビ,,1-1-1,34.3,100.0,13.0,500(0),,,,"[東]
岩戸孝樹",小菅誠,,202405010112,500.0,0.0,牡,4,,,,,,
9.0,7,14,バーミリオンクリフ,牡5,58.0,キングス,1:47.9,クビ,,15-14-14,33.3,44.3,10.0,486(-6),,,,"[東]
金成貴史",サンデーレーシング,,202405010112,486.0,-6.0,牡,5,,,,,,
10.0,4,7,エイジアンスター,牡4,57.0,嶋田純次,1:48.0,クビ,,5-4-4,34.1,293.7,15.0,514(+6),,,,"[東]
手塚貴久",藤田在子,,202405010112,514.0,6.0,牡,4,,,,,,
11.0,7,13,ウインアチーヴ,牡4,57.0,三浦皇成,1:48.0,ハナ,,11-12-12,33.5,10.4,5.0,502(-2),,,,"[東]
水野貴広",ウイン,,202405010112,502.0,-2.0,牡,4,,,,,,
12.0,3,5,ハリケーンリッジ,牝4,55.0,津村明秀,1:48.1,1/2,,16-16-14,33.4,5.2,2.0,434(+4),,,,"[東]
大和田成",キャロットファーム,,202405010112,434.0,4.0,牝,4,,,,,,
13.0,5,9,アオイゴールドワン,セ5,58.0,木幡巧也,1:48.1,ハナ,,8-8-8,34.0,137.9,14.0,484(-4),,,,"[東]
牧光二",飯田正剛,,202405010112,484.0,-4.0,セ,5,,,,,,
14.0,1,1,ロゴデザイン,牡4,57.0,吉田豊,1:48.5,2.1/2,,14-15-14,33.8,392.5,16.0,502(+3),,,,"[東]
高橋文雅",住宅データ,,202405010112,502.0,3.0,牡,4,1.0,--,502(+3),392.5,16.0,502.0
15.0,8,15,シエロエスティーボ,牡4,57.0,大野拓弥,1:48.6,1,,3-3-2,34.9,69.0,12.0,490(+6),,,,"[東]
小手川準",シルクレーシング,,202405010112,490.0,6.0,牡,4,,,,,,
16.0,8,16,シルバースペード,牡4,54.0,小林勝太,1:48.6,アタマ,,3-4-4,34.7,27.0,7.0,488(+20),,,,"[東]
小野次郎",矢野琢也,,202405010112,488.0,20.0,牡,4,,,,,,
1.0,2,2,コンバットペスカ,牝3,55.0,坂井瑠星,1:54.4,,,1-1-1-1,38.3,3.1,2.0,456(0),,,,"[西]
角田晃一",ユーモード,550.0,202408020101,456.0,0.0,牝,3,2.0,--,456(0),3.1,2.0,456.0
2.0,5,5,コーラルハート,牝3,55.0,荻野琢真,1:54.5,1/2,,2-2-2-2,38.4,16.4,5.0,488(+4),,,,"[西]
小林真也",下河辺牧場,220.0,202408020101,488.0,4.0,牝,3,5.0,--,488(+4),16.4,5.0,488.0
3.0,8,8,ファセット,牝3,55.0,ルメート,1:54.9,2.1/2,,4-4-2-2,38.7,1.6,1.0,496(+4),,,,"[西]
斉藤崇史",シンザンクラブ,140.0,202408020101,496.0,4.0,牝,3,8.0,--,496(+4),1.6,1.0,496.0
4.0,8,9,アキミューミュー,牝3,55.0,団野大成,1:55.3,2.1/2,,6-6-4-4,38.8,47.3,7.0,460(-6),,,,"[西]
安田隆行",スリーエイチレーシング,83.0,202408020101,460.0,-6.0,牝,3,8.0,--,460(-6),47.3,7.0,460.0
5.0,4,4,ダイシンサンディー,牝3,55.0,松山弘平,1:55.4,3/4,,4-4-4-4,38.9,7.6,3.0,490(+4),,,,"[西]
梅田智之",大八木信行,55.0,202408020101,490.0,4.0,牝,3,4.0,--,490(+4),7.6,3.0,490.0
6.0,1,1,クリノルイーズ,牝3,54.0,田口貫太,1:56.2,5,,6-6-7-6,39.4,15.2,4.0,506(-2),,,,"[西]
大橋勇樹",栗本守,,202408020101,506.0,-2.0,牝,3,1.0,--,506(-2),15.2,4.0,506.0
7.0,6,6,アマンディーヌ,牝3,55.0,和田竜二,1:56.3,3/4,,9-9-9-7,39.2,152.4,8.0,428(+2),,,,"[西]
畑端省吾",ディアレストクラブ,,202408020101,428.0,2.0,牝,3,6.0,--,428(+2),152.4,8.0,428.0
8.0,3,3,ナデナデ,牝3,55.0,酒井学,1:56.8,2.1/2,,6-6-7-7,39.8,26.9,6.0,446(0),,,,"[西]
石坂公一",犬塚悠治郎,,202408020101,446.0,0.0,牝,3,3.0,--,446(0),26.9,6.0,446.0
9.0,7,7,キムケンハッピー,牝3,55.0,岩田望来,1:59.5,大,,2-2-4-9,42.8,178.3,9.0,490(+8),,,,"[西]
矢作芳人",木村永浩,,202408020101,490.0,8.0,牝,3,7.0,--,490(+8),178.3,9.0,490.0
1.0,3,3,ワンパット,牡3,57.0,太宰啓介,2:03.0,,,3-3-2-2,39.9,2.5,2.0,476(+2),,,,"[西]
高橋亮",寺田寿男,550.0,202408020102,476.0,2.0,牡,3,3.0,--,476(+2),2.5,2.0,476.0
2.0,1,1,ミグラテール,牡3,57.0,岩田望来,2:03.1,クビ,,5-5-4-3,39.9,4.1,3.0,496(+2),,,,"[西]
小栗実",ノースヒルズ,220.0,202408020102,496.0,2.0,牡,3,1.0,--,496(+2),4.1,3.0,496.0
3.0,8,8,シングンアーメット,牡3,57.0,荻野極,2:03.9,5,,9-9-4-3,40.5,325.6,9.0,450(-14),,,,"[東]
伊坂重信",伊坂重憲,140.0,202408020102,450.0,-14.0,牡,3,8.0,--,450(-14),325.6,9.0,450.0
4.0,8,9,スナークダリ,牡3,57.0,和田竜二,2:04.3,2,,5-5-7-5,40.6,13.1,5.0,520(-2),,,,"[西]
川村禎彦",杉本豊,83.0,202408020102,520.0,-2.0,牡,3,8.0,--,520(-2),13.1,5.0,520.0
5.0,2,2,カチドキ,牡3,56.0,田口貫太,2:04.3,ハナ,,8-8-7-5,40.8,9.9,4.0,512(-4),,,,"[西]
橋口慎介",岡浩二,55.0,202408020102,512.0,-4.0,牡,3,2.0,--,512(-4),9.9,4.0,512.0
6.0,4,4,ヤマニントレモロ,牡3,54.0,大久保友,2:04.3,クビ,,4-4-4-5,40.9,105.9,7.0,504(+4),,,,"[西]
茶木太樹",土井肇,,202408020102,504.0,4.0,牡,3,4.0,--,504(+4),105.9,7.0,504.0
7.0,6,6,シユウブラック,牡3,57.0,武豊,2:04.4,1/2,,1-1-1-1,41.5,2.4,1.0,470(+2),,,,"[西]
森秀行",加藤志明,,202408020102,470.0,2.0,牡,3,6.0,--,470(+2),2.4,1.0,470.0
8.0,5,5,ルパンモージュ,牡3,56.0,角田大河,2:04.6,1.1/4,,7-7-9-9,40.7,149.1,8.0,484(0),,,,"[西]
中竹和也",加藤誠,,202408020102,484.0,0.0,牡,3,5.0,--,484(0),149.1,8.0,484.0
9.0,7,7,スカイウィンザー,牡3,57.0,小崎綾也,2:07.6,大,,2-2-2-5,44.5,65.4,6.0,508(-16),,,,"[西]
西村真幸",小島俊治,,202408020102,508.0,-16.0,牡,3,7.0,--,508(-16),65.4,6.0,508.0
1.0,5,8,チアフルヴォイス,牝3,55.0,団野大成,1:26.5,,,4-4,38.9,101.1,12.0,450(0),,,,"[西]
坂口智康",ゴドルフィン,550.0,202408020103,450.0,0.0,牝,3,,,,,,
2.0,2,2,アジアノハナ,牝3,55.0,酒井学,1:26.6,クビ,,4-2,39.1,7.5,4.0,478(-12),,,,"[西]
牧田和弥",永田和彦,220.0,202408020103,478.0,-12.0,牝,3,2.0,--,478(-12),7.5,4.0,478.0
3.0,1,1,ギルティプレジャー,牝3,52.0,今村聖奈,1:26.9,1.3/4,,1-1,39.7,3.7,1.0,436(-6),,,,"[西]
寺島良",ゴドルフィン,140.0,202408020103,436.0,-6.0,牝,3,1.0,--,436(-6),3.7,1.0,436.0
4.0,7,13,フォーレ,牝3,55.0,坂井瑠星,1:27.1,1.1/2,,12-12,38.7,9.1,5.0,416(+4),,,,"[西]
浜田多実",ＫＡＪＩＭＯＴＯホールディングス,83.0,202408020103,416.0,4.0,牝,3,,,,,,
5.0,6,10,ラピダリア,牝3,55.0,ルメート,1:27.3,1.1/4,,7-6,39.4,18.7,9.0,450(-6),,,,"[西]
吉田直弘",水上行雄,55.0,202408020103,450.0,-6.0,牝,3,,,,,,
6.0,3,4,ペレグリン,牝3,55.0,松山弘平,1:28.0,4,,2-3,40.6,13.4,8.0,436(0),,,,"[西]
杉山佳明",中辻明,,202408020103,436.0,0.0,牝,3,,,,,,
7.0,5,9,ナムラビオラ,牝3,54.0,田口貫太,1:28.1,クビ,,10-7,39.9,4.7,2.0,426(0),,,,"[西]
大橋勇樹",奈村睦弘,,202408020103,426.0,0.0,牝,3,,,,,,
